trial_type,session,run,subject_id,trial_id,stimulus,concept
train,1,1,3,0,jack_11s.jpg,jack
train,1,1,3,1,sword_11s.jpg,sword
train,1,1,3,2,peeler_11s.jpg,peeler
train,1,1,3,3,onion_11n.jpg,onion
train,1,1,3,4,go-kart_11s.jpg,go-kart
train,1,1,3,5,antelope_11s.jpg,antelope
train,1,1,3,6,wig_11s.jpg,wig
train,1,1,3,7,leggings_11s.jpg,leggings
train,1,1,3,8,road_sign_11s.jpg,road_sign
train,1,1,3,9,manatee_11s.jpg,manatee
train,1,1,3,10,deer_11s.jpg,deer
train,1,1,3,11,duster_11s.jpg,duster
train,1,1,3,12,sleeping_bag_11s.jpg,sleeping_bag
test,1,1,3,13,horseshoe_13n.jpg,horseshoe
train,1,1,3,14,tent_11s.jpg,tent
train,1,1,3,15,praying_mantis_11s.jpg,praying_mantis
test,1,1,3,16,altar_13s.jpg,altar
train,1,1,3,17,snorkel_11s.jpg,snorkel
train,1,1,3,18,applesauce_11s.jpg,applesauce
train,1,1,3,19,pillow_11s.jpg,pillow
train,1,1,3,20,missile_11s.jpg,missile
train,1,1,3,21,chalk_11s.jpg,chalk
train,1,1,3,22,key_11s.jpg,key
train,1,1,3,23,garbage_11s.jpg,garbage
train,1,1,3,24,parachute_11s.jpg,parachute
train,1,1,3,25,plate_11s.jpg,plate
train,1,1,3,26,bobsled_11s.jpg,bobsled
train,1,1,3,27,bib_11s.jpg,bib
train,1,1,3,28,headphones_11s.jpg,headphones
train,1,1,3,29,cage_11s.jpg,cage
test,1,1,3,30,easel_15s.jpg,easel
train,1,1,3,31,paperclip_11s.jpg,paperclip
train,1,1,3,32,puck_11s.jpg,puck
train,1,1,3,33,possum_11s.jpg,possum
train,1,1,3,34,oar_11s.jpg,oar
train,1,1,3,35,monkey_11n.jpg,monkey
train,1,1,3,36,battery_11s.jpg,battery
train,1,1,3,37,toothpick_11s.jpg,toothpick
test,1,1,3,38,iguana_20s.jpg,iguana
test,1,1,3,39,boa_13s.jpg,boa
train,1,1,3,40,piano_11n.jpg,piano
train,1,1,3,41,crown_11s.jpg,crown
train,1,1,3,42,apple_11s.jpg,apple
train,1,1,3,43,bell_11s.jpg,bell
test,1,1,3,44,cheese_14n.jpg,cheese
train,1,1,3,45,syringe_11s.jpg,syringe
train,1,1,3,46,stapler_11s.jpg,stapler
train,1,1,3,47,camera2_11s.jpg,camera2
train,1,1,3,48,crank_11s.jpg,crank
train,1,1,3,49,forklift_11n.jpg,forklift
test,1,1,3,50,jam_15s.jpg,jam
train,1,1,3,51,mascara_11s.jpg,mascara
train,1,1,3,52,manhole_11s.jpg,manhole
train,1,1,3,53,easel_11s.jpg,easel
train,1,1,3,54,clock_11n.jpg,clock
train,1,1,3,55,microscope_11s.jpg,microscope
train,1,1,3,56,thermometer_11s.jpg,thermometer
train,1,1,3,57,hamburger_11s.jpg,hamburger
train,1,1,3,58,needle_11s.jpg,needle
train,1,1,3,59,touchpad_11s.jpg,touchpad
train,1,1,3,60,seesaw_11s.jpg,seesaw
train,1,1,3,61,marijuana_11s.jpg,marijuana
train,1,1,3,62,anklet_11s.jpg,anklet
train,1,1,3,63,hay_11s.jpg,hay
test,1,1,3,64,grape_20s.jpg,grape
train,1,1,3,65,blanket_11n.jpg,blanket
train,1,1,3,66,cookie_11s.jpg,cookie
train,1,1,3,67,lock_11s.jpg,lock
train,1,1,3,68,sundae_11s.jpg,sundae
train,1,1,3,69,iceskate_11s.jpg,iceskate
train,1,1,3,70,lobster_11s.jpg,lobster
train,1,1,3,71,milk_11s.jpg,milk
train,1,1,3,72,mosquito_net_11s.jpg,mosquito_net
train,1,1,3,73,elephant_11n.jpg,elephant
train,1,1,3,74,bumper_11s.jpg,bumper
train,1,1,3,75,wolf_11n.jpg,wolf
train,1,1,3,76,porcupine_11s.jpg,porcupine
train,1,1,3,77,barrel_11s.jpg,barrel
test,1,1,3,78,beaver_13n.jpg,beaver
train,1,1,3,79,mitten_11s.jpg,mitten
test,1,1,3,80,seesaw_13s.jpg,seesaw
train,1,1,3,81,desk_11s.jpg,desk
train,1,2,3,82,boy_11s.jpg,boy
train,1,2,3,83,steamroller_11n.jpg,steamroller
test,1,2,3,84,hippopotamus_16s.jpg,hippopotamus
train,1,2,3,85,boot_11s.jpg,boot
train,1,2,3,86,cauliflower_11s.jpg,cauliflower
train,1,2,3,87,pill_11s.jpg,pill
train,1,2,3,88,bandage_11s.jpg,bandage
test,1,2,3,89,pacifier_14s.jpg,pacifier
train,1,2,3,90,cheetah_11s.jpg,cheetah
train,1,2,3,91,boxing_gloves_11s.jpg,boxing_gloves
train,1,2,3,92,scanner_11s.jpg,scanner
train,1,2,3,93,gravel_11s.jpg,gravel
train,1,2,3,94,sock_11s.jpg,sock
train,1,2,3,95,bee_11s.jpg,bee
train,1,2,3,96,marshmallow_11s.jpg,marshmallow
train,1,2,3,97,highlighter_11s.jpg,highlighter
train,1,2,3,98,scone_11s.jpg,scone
train,1,2,3,99,bus_11n.jpg,bus
train,1,2,3,100,map_11s.jpg,map
train,1,2,3,101,saddle_11s.jpg,saddle
train,1,2,3,102,clay_11s.jpg,clay
train,1,2,3,103,yo-yo_11s.jpg,yo-yo
train,1,2,3,104,joystick_11s.jpg,joystick
train,1,2,3,105,stamp2_11s.jpg,stamp2
train,1,2,3,106,jellyfish_11s.jpg,jellyfish
train,1,2,3,107,book_11s.jpg,book
test,1,2,3,108,candelabra_14s.jpg,candelabra
train,1,2,3,109,saltshaker_11s.jpg,saltshaker
test,1,2,3,110,spoon_13n.jpg,spoon
train,1,2,3,111,rice_11s.jpg,rice
train,1,2,3,112,flag_11s.jpg,flag
train,1,2,3,113,wrench_11s.jpg,wrench
train,1,2,3,114,birdcage_11s.jpg,birdcage
train,1,2,3,115,boar_11s.jpg,boar
train,1,2,3,116,tongs_11s.jpg,tongs
train,1,2,3,117,shell2_11s.jpg,shell2
train,1,2,3,118,noodle_11s.jpg,noodle
test,1,2,3,119,graffiti_17s.jpg,graffiti
train,1,2,3,120,mosquito_11s.jpg,mosquito
train,1,2,3,121,earring_11n.jpg,earring
test,1,2,3,122,tent_14n.jpg,tent
train,1,2,3,123,goalpost_11s.jpg,goalpost
train,1,2,3,124,lion_11s.jpg,lion
train,1,2,3,125,pinwheel_11s.jpg,pinwheel
train,1,2,3,126,limousine_11s.jpg,limousine
test,1,2,3,127,alligator_14n.jpg,alligator
train,1,2,3,128,curtain_11s.jpg,curtain
test,1,2,3,129,clipboard_14s.jpg,clipboard
test,1,2,3,130,boat_14n.jpg,boat
train,1,2,3,131,table_11s.jpg,table
train,1,2,3,132,oyster_11n.jpg,oyster
train,1,2,3,133,revolver_11s.jpg,revolver
train,1,2,3,134,dishrag_11s.jpg,dishrag
train,1,2,3,135,playing_card_11s.jpg,playing_card
train,1,2,3,136,wallet_11s.jpg,wallet
train,1,2,3,137,valve_11s.jpg,valve
train,1,2,3,138,lip_balm_11s.jpg,lip_balm
train,1,2,3,139,pacifier_11s.jpg,pacifier
train,1,2,3,140,dustpan_11s.jpg,dustpan
train,1,2,3,141,corn_11s.jpg,corn
train,1,2,3,142,crate_11s.jpg,crate
train,1,2,3,143,headlamp_11s.jpg,headlamp
train,1,2,3,144,cymbal_11s.jpg,cymbal
train,1,2,3,145,toast_11s.jpg,toast
train,1,2,3,146,burrito_11s.jpg,burrito
train,1,2,3,147,cat_11s.jpg,cat
train,1,2,3,148,nail_polish_11s.jpg,nail_polish
train,1,2,3,149,shower_cap_11s.jpg,shower_cap
train,1,2,3,150,strainer_11s.jpg,strainer
train,1,2,3,151,pogo_stick_11s.jpg,pogo_stick
train,1,2,3,152,taillight_11s.jpg,taillight
train,1,2,3,153,otter_11s.jpg,otter
train,1,2,3,154,eyedropper_11s.jpg,eyedropper
train,1,2,3,155,coin_11s.jpg,coin
train,1,2,3,156,thumbtack_11s.jpg,thumbtack
train,1,2,3,157,petal_11s.jpg,petal
train,1,2,3,158,trumpet_11s.jpg,trumpet
test,1,2,3,159,dragonfly_13s.jpg,dragonfly
train,1,2,3,160,knife_11s.jpg,knife
train,1,2,3,161,face_11s.jpg,face
train,1,2,3,162,pepper1_11s.jpg,pepper1
train,1,2,3,163,bagel_11s.jpg,bagel
train,1,3,3,164,lollipop_11s.jpg,lollipop
train,1,3,3,165,llama_11s.jpg,llama
train,1,3,3,166,gearshift_11n.jpg,gearshift
test,1,3,3,167,key_17s.jpg,key
train,1,3,3,168,pineapple_11s.jpg,pineapple
train,1,3,3,169,hula_hoop_11s.jpg,hula_hoop
train,1,3,3,170,camel_11n.jpg,camel
train,1,3,3,171,anvil_11s.jpg,anvil
train,1,3,3,172,kettle_11s.jpg,kettle
test,1,3,3,173,speaker_16s.jpg,speaker
train,1,3,3,174,potato_11s.jpg,potato
train,1,3,3,175,starfish_11s.jpg,starfish
train,1,3,3,176,syrup_11s.jpg,syrup
