onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	345	12	n/a	874.0	12.0	n/a	kimono/kimono_12s.jpg
7.5	0.5	exp	316	12	n/a	782.0	12.0	n/a	hippopotamus/hippopotamus_12s.jpg
12.0	0.5	exp	597	12	n/a	1535.0	12.0	n/a	stalagmite/stalagmite_12s.jpg
16.5	0.5	exp	137	12	n/a	318.0	12.0	n/a	chess_piece/chess_piece_12s.jpg
21.0	0.5	exp	660	12	n/a	1696.0	12.0	n/a	tractor/tractor_12s.jpg
25.5	0.5	catch	721	40	n/a	n/a	n/a	0.984	catch040.jpg
30.0	0.5	test	707	13	100.0	1817.0	13.0	n/a	wig/wig_13s.jpg
34.5	0.5	exp	718	12	n/a	1848.0	12.0	n/a	yo-yo/yo-yo_12s.jpg
39.0	0.5	exp	355	12	n/a	899.0	12.0	n/a	lasagna/lasagna_12s.jpg
43.5	0.5	exp	289	12	n/a	714.0	12.0	n/a	grenade/grenade_12s.jpg
48.0	0.5	exp	427	12	n/a	1070.0	12.0	n/a	oatmeal/oatmeal_12s.jpg
52.5	0.5	exp	443	12	n/a	1111.0	12.0	n/a	pantyhose/pantyhose_12s.jpg
57.0	0.5	test	19	13	3.0	42.0	14.0	n/a	ashtray/ashtray_14n.jpg
61.5	0.5	exp	303	12	n/a	745.0	12.0	n/a	hand/hand_12s.jpg
66.0	0.5	catch	721	74	n/a	n/a	n/a	0.762	catch074.jpg
70.5	0.5	exp	600	12	n/a	1542.0	12.0	n/a	starfish/starfish_12s.jpg
75.0	0.5	exp	709	12	n/a	1824.0	12.0	n/a	wine/wine_12s.jpg
79.5	0.5	exp	651	12	n/a	1675.0	12.0	n/a	tongs/tongs_12s.jpg
84.0	0.5	exp	101	12	n/a	233.0	12.0	n/a	cabbage/cabbage_12s.jpg
88.5	0.5	exp	43	12	n/a	108.0	12.0	n/a	beaver/beaver_12s.jpg
93.0	0.5	exp	437	12	n/a	1096.0	12.0	n/a	padlock/padlock_12s.jpg
97.5	0.5	test	344	13	60.0	870.0	17.0	n/a	key/key_17s.jpg
102.0	0.5	exp	465	12	n/a	1171.0	12.0	n/a	pig/pig_12s.jpg
106.5	0.5	exp	300	12	n/a	742.0	12.0	n/a	hammer/hammer_12s.jpg
111.0	0.5	exp	161	12	n/a	387.0	12.0	n/a	coleslaw/coleslaw_12s.jpg
115.5	0.5	exp	15	12	n/a	29.0	12.0	n/a	anvil/anvil_12n.jpg
120.0	0.5	exp	182	12	n/a	439.0	12.0	n/a	credit_card/credit_card_12s.jpg
124.5	0.5	exp	168	12	n/a	401.0	12.0	n/a	cookie/cookie_12s.jpg
129.0	0.5	catch	721	77	n/a	n/a	n/a	0.713	catch077.jpg
133.5	0.5	exp	83	12	n/a	196.0	12.0	n/a	breadbox/breadbox_12s.jpg
138.0	0.5	exp	530	12	n/a	1324.0	12.0	n/a	roll/roll_12s.jpg
142.5	0.5	catch	721	21	n/a	n/a	n/a	0.863	catch021.jpg
147.0	0.5	exp	418	12	n/a	1050.0	12.0	n/a	nail_polish/nail_polish_12s.jpg
151.5	0.5	test	215	13	36.0	516.0	16.0	n/a	drain/drain_16s.jpg
156.0	0.5	exp	328	12	n/a	826.0	12.0	n/a	iguana/iguana_12s.jpg
160.5	0.5	catch	721	79	n/a	n/a	n/a	0.845	catch079.jpg
165.0	0.5	exp	320	12	n/a	800.0	12.0	n/a	horseshoe/horseshoe_12s.jpg
169.5	0.5	exp	506	12	n/a	1267.0	12.0	n/a	raccoon/raccoon_12n.jpg
174.0	0.5	exp	515	12	n/a	1291.0	12.0	n/a	razor/razor_12s.jpg
178.5	0.5	exp	630	12	n/a	1619.0	12.0	n/a	tamale/tamale_12s.jpg
183.0	0.5	exp	566	12	n/a	1447.0	12.0	n/a	sim_card/sim_card_12s.jpg
187.5	0.5	exp	98	12	n/a	226.0	12.0	n/a	burrito/burrito_12s.jpg
192.0	0.5	exp	73	12	n/a	171.0	12.0	n/a	bottle/bottle_12s.jpg
196.5	0.5	exp	254	12	n/a	624.0	12.0	n/a	flyswatter/flyswatter_12s.jpg
201.0	0.5	exp	494	12	n/a	1237.0	12.0	n/a	powder/powder_12s.jpg
205.5	0.5	exp	170	12	n/a	410.0	12.0	n/a	cork/cork_12s.jpg
210.0	0.5	catch	721	68	n/a	n/a	n/a	0.781	catch068.jpg
214.5	0.5	exp	198	12	n/a	478.0	12.0	n/a	defibrillator/defibrillator_12s.jpg
219.0	0.5	exp	429	12	n/a	1072.0	12.0	n/a	odometer/odometer_12s.jpg
223.5	0.5	exp	298	12	n/a	738.0	12.0	n/a	hairpin/hairpin_12n.jpg
228.0	0.5	exp	63	12	n/a	141.0	12.0	n/a	blind/blind_12s.jpg
232.5	0.5	test	333	13	57.0	841.0	14.0	n/a	jar/jar_14s.jpg
237.0	0.5	test	562	13	81.0	1438.0	13.0	n/a	shredder/shredder_13s.jpg
241.5	0.5	exp	121	12	n/a	278.0	12.0	n/a	carrot/carrot_12s.jpg
246.0	0.5	exp	541	12	n/a	1376.0	12.0	n/a	scanner/scanner_12s.jpg
250.5	0.5	exp	28	12	n/a	61.0	12.0	n/a	balloon/balloon_12s.jpg
255.0	0.5	exp	422	12	n/a	1057.0	12.0	n/a	nest/nest_12s.jpg
259.5	0.5	catch	721	69	n/a	n/a	n/a	0.799	catch069.jpg
264.0	0.5	exp	140	12	n/a	323.0	12.0	n/a	chicken_wire/chicken_wire_12s.jpg
